musteri_id,yas,aylik_gelir_TL,calisma_suresi_yil,kredi_tutari_TL,kredi_vadesi_ay,kredi_gecmisi_ay,mevcut_borc_TL,aylik_gider_TL,ev_sahipligi,calisma_durumu,kredi_amaci,odeme_gecmisi,onceki_takip_sayisi,kredi_riski
M00903,24,41238.0,1.8,105602,48,45,10143.0,8784,Ev Sahibi,Tam Zamanli,Ev,Orta,0,Riskli
M00904,50,29691.0,9.0,113090,36,200,44770.0,18873,Ev Sahibi,Issiz,Arac,Orta,1,Riskli
M00905,31,34551.0,8.1,62857,24,155,33318.0,21088,Kira,Tam Zamanli,Ev,Iyi,0,Risksiz
M00906,50,55594.0,26.4,71380,48,377,22440.0,8587,Kira,Tam Zamanli,Tuketici,Kotu,0,Riskli
M00907,51,75058.0,13.5,42862,36,234,0.0,25425,Kira,Yari Zamanli,Isletme,Iyi,0,Risksiz
M00908,44,52104.0,16.7,105183,24,330,55999.0,5000,Kira,Tam Zamanli,Isletme,Orta,0,Riskli
M00909,29,23474.0,6.7,89963,48,80,7902.0,13375,Kira,Yari Zamanli,Arac,Iyi,1,Riskli
M00910,23,53003.0,2.4,128237,12,42,19357.0,15936,Ev Sahibi,Tam Zamanli,Tatil,Iyi,0,Riskli
M00911,51,66539.0,17.2,43650,36,264,36450.0,12910,Kira,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00912,60,34024.0,19.3,58660,36,377,,13480,Ev Sahibi,Tam Zamanli,Ev,Iyi,2,Risksiz
M00913,57,42588.0,18.3,76943,24,313,3117.0,32969,Kira,Issiz,Tuketici,Orta,1,Riskli
M00914,56,45264.0,26.2,89395,72,377,0.0,11193,Kira,Serbest,Arac,Iyi,1,Riskli
M00915,44,30872.0,19.0,63530,24,241,42978.0,37530,Ev Sahibi,Issiz,Arac,Iyi,0,Riskli
M00916,51,56669.0,12.7,43811,24,458,20187.0,21497,Ev Sahibi,Tam Zamanli,Arac,Iyi,0,Riskli
M00917,26,42823.0,3.1,96442,24,52,82691.0,18736,Kira,Tam Zamanli,Ev,Iyi,0,Riskli
M00918,22,52552.0,1.7,91634,60,29,12102.0,21810,Kira,Tam Zamanli,Tuketici,Orta,0,Risksiz
M00919,40,29025.0,15.7,42512,36,141,13414.0,38239,Kira,Tam Zamanli,Arac,Orta,0,Riskli
M00920,48,37126.0,24.9,110663,48,330,19823.0,10051,Ev Sahibi,Tam Zamanli,Arac,Iyi,0,Riskli
M00921,31,58003.0,8.3,105106,12,84,34376.0,9037,Ev Sahibi,Yari Zamanli,Ev,Iyi,1,Riskli
M00922,24,38289.0,2.1,74029,12,76,21536.0,11961,Kira,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00923,35,76085.0,9.8,72388,36,172,41022.0,18257,Ev Sahibi,Tam Zamanli,Egitim,Kotu,0,Riskli
M00924,26,37807.0,4.2,86622,60,82,12385.0,5000,Ev Sahibi,Serbest,Tatil,Kotu,2,Riskli
M00925,50,49044.0,10.4,44149,60,336,5131.0,18179,Kira,Yari Zamanli,Tatil,Orta,0,Risksiz
M00926,58,61787.0,23.8,70901,24,295,0.0,31548,Aile Yaninda,Tam Zamanli,Arac,Kotu,0,Riskli
M00927,22,19469.0,1.5,5428,36,30,0.0,19211,Ev Sahibi,Tam Zamanli,Arac,Orta,0,Risksiz
M00928,35,15000.0,6.0,96294,60,145,20675.0,15659,Kira,Tam Zamanli,Tuketici,Orta,0,Riskli
M00929,31,17538.0,8.5,23155,36,140,24582.0,13055,Kira,Tam Zamanli,Ev,Iyi,1,Riskli
M00930,28,67727.0,5.2,115103,60,77,18634.0,25188,Kira,Yari Zamanli,Ev,Iyi,0,Riskli
M00931,46,35067.0,22.7,60096,24,194,52381.0,11393,Kira,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00932,65,91048.0,14.6,63650,60,647,52105.0,32771,Ev Sahibi,Serbest,Arac,Iyi,0,Riskli
M00933,64,34844.0,20.2,51168,48,284,23974.0,33467,Kira,Serbest,Arac,Orta,0,Riskli
M00934,25,48322.0,3.3,61359,72,87,0.0,20054,Ev Sahibi,Tam Zamanli,Egitim,Iyi,0,Riskli
M00935,26,72758.0,2.9,112556,48,98,19799.0,17908,Ev Sahibi,Tam Zamanli,Egitim,Iyi,0,Risksiz
M00936,46,81110.0,18.9,5000,36,235,19203.0,26245,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,1,Riskli
M00937,24,82107.0,3.0,108309,60,43,18172.0,26758,Ev Sahibi,Serbest,Tuketici,Iyi,0,Risksiz
M00938,39,66751.0,6.9,80141,36,150,17441.0,11552,Kira,Tam Zamanli,Tuketici,Orta,1,Riskli
M00939,40,63433.0,12.2,33789,36,255,18238.0,13788,Kira,Tam Zamanli,Tuketici,Kotu,0,Riskli
M00940,53,55665.0,20.0,37741,48,390,23042.0,7421,Ev Sahibi,Tam Zamanli,Arac,Orta,0,Riskli
M00941,40,59010.0,10.4,120292,60,270,18560.0,21273,Kira,Tam Zamanli,Arac,Orta,0,Riskli
M00942,32,35079.0,10.3,41635,60,189,33750.0,23333,Kira,Serbest,Egitim,Orta,0,Riskli
M00943,21,30272.0,0.8,35399,24,35,36487.0,7201,Ev Sahibi,Tam Zamanli,Arac,Iyi,0,Risksiz
M00944,46,44939.0,18.7,104119,60,203,13608.0,14358,Ev Sahibi,Tam Zamanli,Isletme,Iyi,0,Riskli
M00945,34,41937.0,10.2,80157,48,127,52879.0,7222,Kira,Tam Zamanli,Tuketici,Kotu,0,Riskli
M00946,58,36842.0,21.9,41862,12,510,12359.0,10810,Ev Sahibi,Tam Zamanli,Ev,Iyi,0,Risksiz
M00947,57,57535.0,31.5,76499,36,299,880.0,22408,Ev Sahibi,Serbest,Ev,Iyi,1,Risksiz
M00948,31,62195.0,7.9,39227,36,86,36854.0,12132,Kira,Serbest,Ev,Orta,1,Risksiz
M00949,56,46591.0,26.5,103025,36,442,15287.0,15593,Kira,Tam Zamanli,Arac,Iyi,0,Risksiz
M00950,33,71596.0,10.6,101841,72,138,35783.0,5000,Aile Yaninda,Tam Zamanli,Ev,Iyi,0,Risksiz
M00951,63,24450.0,20.0,85960,48,601,0.0,19496,Kira,Tam Zamanli,Egitim,Iyi,0,Riskli
M00952,23,41514.0,2.4,80850,48,56,55064.0,17646,Kira,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00953,53,32097.0,13.8,122836,72,235,42101.0,12168,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00954,26,15000.0,3.0,69991,36,109,2991.0,16488,Ev Sahibi,Yari Zamanli,Arac,Iyi,0,Riskli
M00955,30,43512.0,5.0,34544,60,97,3382.0,19442,Kira,Tam Zamanli,Arac,Orta,1,Risksiz
M00956,25,42809.0,4.4,83484,36,61,60101.0,11481,Kira,Yari Zamanli,Egitim,Orta,0,Riskli
M00957,43,72242.0,18.7,132581,60,230,16727.0,6190,Kira,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00958,30,56355.0,7.2,39557,24,77,14985.0,32445,Aile Yaninda,Serbest,Tuketici,Kotu,0,Riskli
M00959,64,26565.0,32.4,59156,72,459,,12934,Kira,Tam Zamanli,Isletme,Iyi,2,Riskli
M00960,22,78374.0,1.3,82493,24,28,23686.0,17226,Ev Sahibi,Yari Zamanli,Egitim,Iyi,0,Risksiz
M00961,33,66979.0,11.3,68383,36,138,25901.0,26087,Aile Yaninda,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00962,60,55478.0,23.9,40531,48,370,42879.0,46232,Kira,Tam Zamanli,Ev,Orta,0,Riskli
M00963,22,40923.0,1.1,103656,36,49,4817.0,8044,Aile Yaninda,Yari Zamanli,Tatil,Iyi,0,Riskli
M00964,40,27730.0,8.0,139601,48,273,2635.0,21599,Aile Yaninda,Tam Zamanli,Arac,Orta,1,Riskli
M00965,21,38300.0,0.8,75884,36,22,38117.0,12340,Aile Yaninda,Serbest,Egitim,Orta,1,Riskli
M00966,57,64597.0,27.4,42878,48,348,48121.0,13690,Kira,Yari Zamanli,Tuketici,Iyi,1,Riskli
M00967,29,78923.0,4.8,23531,24,99,1719.0,12238,Ev Sahibi,Tam Zamanli,Arac,Orta,0,Risksiz
M00968,37,72778.0,5.4,77739,12,137,49467.0,8995,Ev Sahibi,Tam Zamanli,Ev,Kotu,0,Risksiz
M00969,29,36201.0,7.2,103116,36,136,30676.0,17670,Aile Yaninda,Tam Zamanli,Ev,Iyi,0,Riskli
M00970,31,24847.0,3.4,84255,36,152,49652.0,6204,Kira,Tam Zamanli,Ev,Iyi,0,Riskli
M00971,35,47536.0,10.8,69928,24,128,28736.0,25574,Ev Sahibi,Tam Zamanli,Ev,Orta,0,Riskli
M00972,44,15000.0,21.2,52322,36,232,0.0,18440,Kira,Yari Zamanli,Ev,Orta,0,Riskli
M00973,58,,21.4,37235,36,274,27265.0,21379,Kira,Tam Zamanli,Arac,Iyi,0,Riskli
M00974,55,42343.0,15.4,95043,12,408,49083.0,14270,Kira,Tam Zamanli,Arac,Iyi,0,Risksiz
M00975,50,36611.0,21.7,97413,48,223,13913.0,15062,Ev Sahibi,Tam Zamanli,Isletme,Iyi,0,Riskli
M00976,51,16295.0,24.5,23628,60,458,23017.0,20301,Kira,Tam Zamanli,Arac,Iyi,1,Riskli
M00977,25,54245.0,3.1,117695,24,86,26830.0,8688,Ev Sahibi,Tam Zamanli,Ev,Iyi,0,Risksiz
M00978,64,35411.0,38.7,87222,48,420,0.0,15136,Aile Yaninda,Serbest,Tatil,Kotu,0,Riskli
M00979,34,23941.0,4.6,111988,48,170,60084.0,11123,Kira,Serbest,Tuketici,Orta,0,Riskli
M00980,31,15000.0,6.6,29736,36,173,13775.0,10875,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00981,29,44505.0,6.6,29025,48,115,39103.0,5000,Kira,Issiz,Arac,Orta,0,Risksiz
M00982,54,76901.0,27.8,65531,36,266,28439.0,28715,Kira,Tam Zamanli,Tatil,Kotu,0,Riskli
M00983,32,74903.0,4.9,85084,36,126,52637.0,12508,Ev Sahibi,Serbest,Tuketici,Iyi,0,Riskli
M00984,55,36772.0,27.3,123891,12,472,37309.0,27307,Aile Yaninda,Yari Zamanli,Tuketici,Iyi,0,Riskli
M00985,55,34160.0,22.1,91182,48,413,25771.0,26550,Ev Sahibi,Yari Zamanli,Tuketici,Iyi,0,Risksiz
M00986,21,53438.0,0.5,62720,48,34,13917.0,7712,Ev Sahibi,Tam Zamanli,Tuketici,Orta,0,Riskli
M00987,60,27029.0,15.2,39209,12,543,44361.0,9293,Kira,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00988,42,50432.0,18.0,106900,36,316,0.0,38484,Kira,Tam Zamanli,Tatil,Kotu,0,Riskli
M00989,49,58789.0,11.4,41059,72,414,41626.0,32007,Ev Sahibi,Yari Zamanli,Egitim,Iyi,0,Riskli
M00990,28,67085.0,3.9,118854,36,68,10217.0,17748,Kira,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00991,31,43197.0,5.2,61468,36,135,52541.0,20059,Kira,Serbest,Tuketici,Iyi,0,Riskli
M00992,61,41334.0,33.7,117717,60,513,32903.0,12953,Ev Sahibi,Tam Zamanli,Ev,Iyi,1,Riskli
M00993,57,29196.0,26.0,90368,48,470,41594.0,21459,Kira,Serbest,Isletme,Orta,0,Riskli
M00994,34,30116.0,10.9,65890,48,174,31476.0,12263,Kira,Tam Zamanli,Arac,Kotu,0,Riskli
M00995,50,40923.0,13.5,54418,60,235,0.0,5000,Ev Sahibi,Tam Zamanli,Egitim,Iyi,0,Riskli
M00996,55,51613.0,23.6,59773,60,458,14507.0,7428,Ev Sahibi,Tam Zamanli,Tuketici,Kotu,0,Risksiz
M00997,41,61445.0,13.5,82850,36,271,42103.0,18169,Aile Yaninda,Tam Zamanli,Arac,Orta,0,Riskli
M00998,57,30543.0,29.6,72315,36,261,33000.0,8951,Ev Sahibi,Tam Zamanli,Egitim,Iyi,1,Riskli
M00999,25,71868.0,4.2,52186,36,68,51258.0,17462,Kira,Serbest,Ev,Orta,1,Riskli
M01000,39,40120.0,5.8,65031,72,155,37259.0,9403,Aile Yaninda,Tam Zamanli,Arac,Iyi,1,Riskli
